nome;email;idade;endereco
Samuel Porto;goncalvesryan@gmail.com;46;Avenida de Vieira, 59, Varzea Da Palma, 88421-043 Jesus / GO
Srta. Pietra Moura;qaragao@santos.net;66;Travessa de Melo, 63, Senhor Dos Passos, 80739-412 Gomes do Campo / PR
Ana Julia Barros;maysamonteiro@ig.com.br;80;Estação Alexia Lopes, 66, São Geraldo, 60775898 Fernandes / DF
Isabelly Cardoso;djesus@yahoo.com.br;24;Ladeira de Duarte, 50, Boa Vista, 80656-330 Pereira da Prata / RS
Luiza Gonçalves;usilveira@costa.com;26;Vila de Cavalcanti, 572, Ipiranga, 93695-016 Martins das Pedras / AP
Sr. Isaac da Luz;melissaaragao@yahoo.com.br;36;Condomínio Sofia Moraes, Tupi A, 03384810 Duarte do Amparo / PI
Diogo da Mata;qdas-neves@hotmail.com;45;Feira de Alves, 1, Comiteco, 12170-055 Correia / RN
Letícia Duarte;thalesramos@uol.com.br;61;Vereda Júlia Cunha, 59, Conjunto Providencia, 19855433 Viana dos Dourados / RS
Sophia Rocha;thomasteixeira@silveira.br;51;Chácara Lucas Gabriel Nogueira, Serra Verde, 20759-472 Lima / MA
Noah Moraes;ana-liviaaragao@costela.com;23;Esplanada de Pereira, 762, Cdi Jatoba, 60240216 Jesus da Mata / SE
Srta. Stephany Pinto;joao-guilherme63@da.com;23;Viela Aragão, Funcionários, 19469-881 Vieira Alegre / AM
Cecília Ribeiro;castrojuan@yahoo.com.br;43;Avenida Cavalcanti, 41, Marmiteiros, 18185-667 da Cruz do Sul / SP
Lucas Farias;poliveira@ig.com.br;39;Distrito de Rocha, 47, Mangabeiras, 51647-636 Novaes / SP
Matheus Costa;souzabarbara@uol.com.br;74;Loteamento Castro, Sion, 96597390 Caldeira da Serra / AP
Calebe Nascimento;teixeirabruna@yahoo.com.br;19;Pátio de Duarte, 820, Carmo, 52957-753 Rodrigues / AP
Dr. Gabriel Nascimento;bda-cruz@rocha.br;54;Vila Matheus Martins, 112, Vila Madre Gertrudes 2ª Seção, 54323-697 Novaes Grande / AC
Emilly Aragão;clara85@da.com;61;Vila Barros, 58, Boa União 2ª Seção, 01612-551 Alves / RR
Maitê Santos;moliveira@uol.com.br;38;Viaduto Carlos Eduardo Azevedo, 76, Vila Nova, 85316381 Cunha Verde / ES
Joana Correia;antoniomendes@yahoo.com.br;30;Residencial Rocha, 383, Lajedo, 10482108 Moreira Alegre / DF
Nicole Cunha;sophie38@gmail.com;28;Recanto Sales, Santa Margarida, 30875-546 Campos / AP
Melissa Ribeiro;ferreirapaulo@correia.com;27;Colônia de Carvalho, Conjunto Serra Verde, 36938724 Pires do Amparo / GO
Ana Vitória Vieira;renan11@gmail.com;71;Quadra Marcela Barbosa, 19, Jardim Alvorada, 12608-076 Moraes do Amparo / AC
Dra. Maria da Conceição;gomesenzo-gabriel@moura.br;21;Estação Pedro Miguel Gomes, Dom Silverio, 35602-132 da Conceição de Correia / SE
Heitor Jesus;emanuelpeixoto@uol.com.br;28;Setor Souza, 3, Santa Cecilia, 96310-327 Farias do Sul / RS
Fernando Ribeiro;glima@das.br;29;Passarela Vicente Moura, 33, Coração Eucarístico, 16048286 Cardoso do Norte / RS
Dr. Danilo da Cunha;hnascimento@santos.com;18;Pátio de Alves, 8, São Vicente, 33064261 Lima de Pereira / ES
Davi Lucas Cavalcanti;maysarezende@yahoo.com.br;18;Favela de Freitas, 45, Universitário, 56870060 Correia de da Cruz / MT
Lucas Porto;alvesmelissa@hotmail.com;67;Feira de Rezende, 71, Miramar, 77519218 Lima / RS
Srta. Melissa Pires;joao-pedrocampos@silva.br;75;Jardim Luiz Gustavo Monteiro, 30, Vila Aeroporto Jaraguá, 89117175 da Cunha / RJ
Srta. Kamilly Cunha;cardosodavi-luiz@uol.com.br;62;Esplanada Costela, 877, Santa Helena, 44184-045 Nogueira de Gonçalves / ES
Thomas da Costa;qazevedo@santos.br;74;Recanto de Ferreira, 579, Marajó, 13978949 Viana do Campo / SC
Sr. Rafael Almeida;ana-beatriz11@bol.com.br;66;Avenida Oliveira, 44, Vila Olhos D'água, 27916-781 Costela do Norte / RN
Maria Vitória Jesus;fogacapedro-henrique@dias.br;75;Parque Breno Barros, Ribeiro De Abreu, 18908698 Castro / SP
Erick Peixoto;davi-luccajesus@hotmail.com;27;Parque de Almeida, 20, Etelvina Carneiro, 65062742 das Neves do Sul / ES
Dr. Theo Oliveira;bianca43@da.br;35;Aeroporto Maria Fogaça, 99, Paulo Vi, 61676-132 Monteiro / PR
Maria Julia da Rosa;viniciusda-cunha@dias.com;48;Alameda Barros, 265, Nova America, 78155374 da Mota / TO
Dr. Marcelo Teixeira;melofrancisco@viana.br;32;Fazenda de Cardoso, 193, Corumbiara, 05666-230 Gomes do Sul / SP
Paulo Castro;imoreira@uol.com.br;53;Setor de Ramos, 52, Bernadete, 81201-423 Pinto / PA
Antônio Viana;costabenjamin@da.br;78;Travessa de Araújo, 90, Engenho Nogueira, 94278-339 Teixeira / GO
Sofia Moreira;enricoda-mota@monteiro.com;30;Rua de Araújo, 538, Pindorama, 63921464 Rezende de Rezende / MT
Thales Dias;beniciomoreira@correia.com;38;Ladeira Pinto, Vila Boa Vista, 94364053 Costela Alegre / MG
Alícia Aragão;vda-luz@martins.com;40;Sítio Murilo da Paz, 54, Belmonte, 04667526 Souza / SC
Raul Farias;thomaspinto@hotmail.com;36;Colônia Yago Dias, 360, Santa Rosa, 54574-537 Pereira / PE
Francisco Correia;da-conceicaoanthony@duarte.net;52;Loteamento de Campos, 39, Oeste, 13144662 da Cunha de Goiás / GO
Sr. Vitor Hugo Castro;da-pazmaria-luiza@moraes.com;59;Viaduto Davi Lucas Cardoso, 5, Beija Flor, 79857011 Cavalcanti das Flores / MS
Luiz Gustavo da Cunha;liviasales@fogaca.org;30;Aeroporto Cardoso, 458, Bernadete, 22884635 Silveira das Pedras / PA
Ana Carolina Dias;davi-lucasda-paz@da.br;41;Feira Dias, 50, Vila Atila De Paiva, 43555688 Aragão dos Dourados / SC
Luiz Miguel Ferreira;maragao@ig.com.br;59;Aeroporto Cauã Freitas, 12, Ambrosina, 85169907 Cardoso de Minas / PB
Sr. Rafael da Mata;pietra16@carvalho.net;51;Lagoa de Cunha, 884, Acaba Mundo, 40875-663 Mendes da Mata / RJ
Sophia Teixeira;ialmeida@hotmail.com;21;Lago de Monteiro, 41, Vila Nova Cachoeirinha 3ª Seção, 21681-190 Aragão da Mata / RS
Bryan Caldeira;maria-clararamos@bol.com.br;48;Pátio Azevedo, 97, Santa Efigênia, 55943943 Rodrigues da Mata / ES
Davi da Cunha;ocosta@cavalcanti.org;37;Chácara Luiz Miguel Barbosa, 327, São Benedito, 34597168 Barbosa de Minas / RJ
Giovanna Cavalcanti;pedro79@nogueira.com;31;Núcleo de da Cunha, 30, Boa Viagem, 14960758 da Paz / AM
Enzo das Neves;ipinto@uol.com.br;49;Esplanada Mariane da Costa, 74, Granja Werneck, 40411-992 Moreira de Minas / RR
Sra. Vitória Silva;fda-costa@yahoo.com.br;57;Favela Dias, 8, Marieta 1ª Seção, 33769-686 Cunha do Sul / MS
Enzo Pinto;azevedomiguel@almeida.br;28;Largo Silva, 875, Urca, 45902513 da Costa Grande / RR
Diego Nogueira;kevin67@pinto.com;41;Quadra de Lopes, 79, Novo Ouro Preto, 26964-062 Caldeira / MG
Samuel Cardoso;usales@yahoo.com.br;74;Viela de Moura, 17, Coqueiros, 11975705 Nunes de Castro / PB
Felipe Silveira;kda-rosa@araujo.br;33;Chácara da Cruz, Vila Das Oliveiras, 84116014 Duarte / PI
Sr. Davi Lucca da Paz;maria-fernanda32@bol.com.br;47;Ladeira de Gomes, 248, Aguas Claras, 95792-888 da Mota Alegre / RJ
Theo da Rocha;vinicius22@hotmail.com;71;Via da Rosa, 17, Vila Da Paz, 87235363 Pinto de Ribeiro / RJ
Ana Sophia Jesus;rebeca52@lopes.br;33;Vale Dias, 34, Vila Antena Montanhês, 21425947 Souza de Vieira / RJ
Olivia Gonçalves;nogueirajoao-felipe@rocha.com;22;Estrada de Barros, Caiçaras, 60405-094 Nogueira da Prata / SE
Lara Silveira;lopesolivia@gmail.com;20;Sítio Maria Eduarda Caldeira, 17, São Lucas, 85563387 Mendes do Amparo / AP
Dr. Felipe Freitas;maitecastro@freitas.com;68;Parque Mariana Costa, 9, Serra, 92082293 da Paz do Norte / PB
Dr. João Vitor Ribeiro;rodriguesmarina@alves.com;76;Viela de da Cruz, 76, São Pedro, 27258-254 Pires / PR
Bruna Souza;kbarros@pereira.br;21;Viela Lima, 68, Vila Antena Montanhês, 39233-434 da Mata Paulista / BA
Sr. Anthony Santos;manuela87@uol.com.br;61;Vereda Mendes, 17, Vila Petropolis, 80065791 Nunes de Minas / RR
Emanuel Nunes;luiz-miguel46@ramos.br;66;Travessa Costa, Silveira, 40127962 Cunha de Gonçalves / MT
Raul Santos;felipe44@uol.com.br;76;Colônia Davi Lucca da Mata, 14, Boa União 1ª Seção, 82677153 Castro dos Dourados / DF
Carolina da Costa;erickpeixoto@yahoo.com.br;43;Área Samuel Martins, 57, Álvaro Camargos, 54976-348 Oliveira / AC
Murilo Alves;almeidaeduardo@novaes.org;76;Feira Silveira, 150, Liberdade, 05992-331 Porto / SC
Calebe Cardoso;usilveira@das.com;43;Quadra Monteiro, 274, Canaa, 93104576 Azevedo de Rezende / PR
Sr. Anthony Fogaça;thomas30@martins.br;24;Morro de Rodrigues, 26, Nova Suíça, 05838-633 Fogaça de Goiás / ES
Ana Beatriz Porto;laurada-conceicao@ferreira.br;49;Distrito da Rosa, 510, Monsenhor Messias, 16591-249 da Mata / TO
Olivia Correia;alexia98@monteiro.com;58;Lago Luiz Gustavo Rezende, Jardim Leblon, 61223200 Barbosa / AL
Ryan Costela;zcunha@alves.com;37;Pátio de da Conceição, 487, Alto Dos Pinheiros, 39807291 da Mota / MS
Emanuelly Gonçalves;gabriellyaragao@yahoo.com.br;29;Estação Felipe Fogaça, Alto Dos Pinheiros, 90789788 Barbosa Alegre / ES
Maria Cecília Pires;caio81@campos.com;50;Vale de Viana, 13, Conjunto Taquaril, 82963195 Rodrigues / MT
Vitor Hugo Caldeira;manuelapires@ramos.com;34;Pátio de Nunes, 47, Santo Antônio, 51923-615 da Cruz / ES
Otávio Azevedo;valentinanovaes@peixoto.org;76;Estação Teixeira, 1, Jardim Vitoria, 22585-709 Nascimento da Serra / PI
Dr. Bryan Cardoso;agathasilva@moreira.net;33;Estação Vitor Monteiro, Satelite, 62246-283 Farias / PR
Marina Costela;lorenafarias@bol.com.br;80;Trecho Isabelly Lima, 48, Boa Vista, 94054-253 Moura / RN
Ian da Luz;leticiaazevedo@gmail.com;47;Rua da Cruz, 389, Cardoso, 64737370 da Costa de da Rosa / RO
Maria Sophia Lima;freitasyasmin@bol.com.br;79;Residencial Gonçalves, 47, São Tomaz, 87445-626 Cavalcanti de Almeida / CE
Ana Carolina Porto;milenacampos@da.com;21;Campo Viana, 4, Maria Helena, 26273417 Lima / TO
Samuel Jesus;davi-luccalima@gmail.com;38;Avenida Laís Rezende, 708, Pantanal, 64811-114 da Rocha / MA
Thales Pires;maria95@martins.net;55;Núcleo Lorenzo Fogaça, 75, Mirtes, 92170-587 da Mata / PI
Erick Teixeira;livia27@campos.br;78;Morro Moura, 24, Vila Da Paz, 93107-930 Lima / RS
Bruna Lima;souzaalicia@bol.com.br;22;Esplanada Alícia Carvalho, 1, Jonas Veiga, 08863819 da Paz do Campo / PB
Dr. Pedro Lucas Porto;marcos-vinicius25@hotmail.com;35;Campo de Aragão, 22, Mantiqueira, 53218-397 Lima / SP
Sr. Alexandre Jesus;fda-mota@moreira.net;60;Praia Cunha, 49, Vista Do Sol, 21397811 Fernandes do Amparo / MA
Dr. Gustavo Henrique Viana;joao-lucascavalcanti@uol.com.br;23;Campo Ana Sophia da Luz, 1, Santa Helena, 67832359 Mendes / SE
Clara Araújo;joao-lucasteixeira@gmail.com;19;Lago de Monteiro, 23, Vila Nossa Senhora Do Rosário, 01290103 Melo / SP
Yuri Gomes;cunhadanilo@moura.br;69;Via Augusto Barbosa, 3, Sagrada Família, 53084806 Barbosa / MA
João Miguel Pires;ipires@azevedo.br;62;Colônia Azevedo, 1, Jardim Vitoria, 76022574 Moreira / RN
João Gabriel Pinto;gabriela38@yahoo.com.br;78;Via Joaquim Farias, 922, Copacabana, 87966-289 Mendes / SE
Juliana da Mota;umendes@da.com;60;Recanto de Freitas, 722, Pantanal, 70700809 Vieira / PE
Caio da Cruz;irezende@hotmail.com;33;Travessa de Pires, 13, Barão Homem De Melo 1ª Seção, 72697859 Nunes do Campo / AL
Lara da Costa;joliveira@bol.com.br;25;Via de Rocha, 81, Mirtes, 55848-138 Monteiro do Oeste / RR
Stephany Barros;enrico27@vieira.net;33;Vereda Bruno Cardoso, 733, Aarão Reis, 84508299 Barros do Norte / MT
Matheus Caldeira;joana99@peixoto.br;23;Núcleo Almeida, Morro Dos Macacos, 03910241 Fogaça de Aragão / MS
Srta. Stella da Costa;manuela93@hotmail.com;55;Lago Benício Oliveira, 43, Santa Amelia, 58904742 Barbosa das Pedras / RN
Vitor Cunha;benjamin46@martins.com;73;Setor Cavalcanti, 347, Vila Trinta E Um De Março, 51083-186 Pires / CE
Ana Júlia Castro;vieirabenjamin@cunha.com;44;Quadra Cunha, 892, Dom Silverio, 04689493 Nunes / RN
Rodrigo Moreira;carvalhoevelyn@ig.com.br;40;Parque de Silva, 637, Chácara Leonina, 41351572 Almeida Grande / RS
João Guilherme Gomes;ianteixeira@teixeira.com;42;Área de Gonçalves, 133, Unidas, 91386-020 Costa / PI
Beatriz Freitas;ana-claraporto@hotmail.com;31;Parque de Oliveira, 5, Vila Madre Gertrudes 1ª Seção, 51560-842 Cunha Alegre / ES
Cauã Lopes;mda-cruz@ig.com.br;39;Quadra Sales, 67, Santo Antônio, 08887-645 Silva / PR
Luana Moura;bryanmartins@araujo.com;57;Chácara de Santos, 44, Maria Goretti, 55248-446 Rocha do Campo / MG
Nicolas Mendes;cardosoluiz-felipe@goncalves.com;25;Viela de Pereira, 3, Vitoria, 07426-025 Carvalho / SE
Alexia Pires;pbarbosa@gmail.com;35;Esplanada de Pereira, 76, Vila Canto Do Sabiá, 72191-827 Sales do Sul / AL
Erick Rocha;marcos-vinicius73@da.br;64;Esplanada da Conceição, 36, Flavio De Oliveira, 75949730 Nascimento / PB
Raquel da Paz;hbarbosa@oliveira.com;65;Chácara de Gomes, 41, Canadá, 17908462 da Rocha / ES
Olivia Vieira;das-nevesevelyn@gmail.com;19;Parque Cunha, 1, Horto Florestal, 74896851 Costela de Novaes / PA
Maria Fernanda Campos;esantos@uol.com.br;18;Fazenda Daniel Fernandes, 106, Candelaria, 51744843 Cunha de Farias / MT
Renan Novaes;kferreira@costela.br;45;Vila de Pires, 145, Vila Piratininga Venda Nova, 28124511 Moura de Minas / MA
Marina Dias;ylima@almeida.br;37;Ladeira Kaique Caldeira, Tirol, 87731-169 Monteiro / RR
Otávio Cavalcanti;tviana@da.com;68;Quadra de da Costa, 28, Vila Paquetá, 71308-619 Duarte / SE
Davi Pinto;joaquimda-mata@uol.com.br;74;Residencial de Pereira, São Bernardo, 94732-131 Alves de Duarte / AP
Maitê Aragão;vitor89@azevedo.net;67;Conjunto de Ferreira, 797, Tres Marias, 65715-549 Jesus da Prata / TO
Leonardo da Mata;ericksilveira@hotmail.com;38;Viela Freitas, 441, Flamengo, 96930-525 Ferreira do Campo / RR
Luiz Gustavo da Cunha;tmoreira@nogueira.com;75;Lago Novaes, 5, Cidade Jardim Taquaril, 66575-659 Fernandes / AL
Luiza da Mota;danielaferreira@ig.com.br;30;Trevo Cardoso, 383, Tupi B, 34733-337 Pires de Goiás / PI
Rafael Porfirio Barros;rafaporfirio.barros@gmail.com;39;Rua Gaspar Daloli 17, Jd Souza, São Paulo / SP
Ana Paula dos Santos Martins;nikaue@hotmail.com;48;Rua Benedito Sebastião de Faria, 48, São Paulo / SP
Yan Santos Porfirio;yanzinho@hotmail.com;3;Av Padre Arlindo Vieira 3100, São Paulo / SP
Ana Paula dos Santos Martins;nikaue@hotmail.com;48;Rua Benedito Sebastião de Faria, 48, São Paulo / SP
Yan Santos Porfirio;yanzinho@hotmail.com;3;Av Padre Arlindo Vieira 3100, São Paulo / SP
Luiza da Mota;danielaferreira@ig.com.br;30;Trevo Cardoso, 383, Tupi B, 34733-337 Pires de Goiás / PI
Luiza da Mota;danielaferreira@ig.com.br;30;Trevo Cardoso, 383, Tupi B, 34733-337 Pires de Goiás / PI
